date,state,county,retail,grocery,parks,transit,workplaces,residential,Non_Residential
2020-06-01,Virginia,Arlington County,-50.0,-21.0,-19.0,-75.0,-67.0,27.0,-46.4
2020-06-01,Virginia,Augusta County,-9.0,2.0,,32.0,-23.0,7.0,0.5
2020-06-01,Virginia,Bath County,,,-60.0,,,,-60.0
2020-06-01,Virginia,Bedford County,2.0,14.0,,,-28.0,9.0,-4.0
2020-06-01,Virginia,Bland County,,,,34.0,,,34.0
2020-06-01,Virginia,Botetourt County,,,,,-28.0,10.0,-28.0
2020-06-01,Virginia,Bristol,4.0,3.0,,,-26.0,,-6.333333333333333
2020-06-01,Virginia,Brunswick County,,,,-75.0,-20.0,,-47.5
2020-06-01,Virginia,Buchanan County,,,,,-14.0,,-14.0
2020-06-01,Virginia,Buckingham County,,,,,-27.0,,-27.0
2020-06-01,Virginia,Buena Vista,,,,,-30.0,,-30.0
2020-06-01,Virginia,Campbell County,3.0,10.0,,,-26.0,7.0,-4.333333333333333
2020-06-01,Virginia,Caroline County,,2.0,,6.0,-36.0,11.0,-9.333333333333334
2020-06-01,Virginia,Carroll County,,25.0,,8.0,-21.0,,4.0
2020-06-01,Virginia,Charles City County,,,,,-26.0,,-26.0
2020-06-01,Virginia,Charlotte County,,,,,-26.0,,-26.0
2020-06-01,Virginia,Charlottesville,-38.0,-16.0,-19.0,-58.0,-54.0,,-37.0
2020-06-01,Virginia,Chesapeake,-8.0,6.0,90.0,-23.0,-36.0,12.0,5.8
2020-06-01,Virginia,Chesterfield County,-13.0,-1.0,72.0,-6.0,-41.0,14.0,2.2
2020-06-01,Virginia,Clarke County,,,,,-34.0,,-34.0
2020-06-01,Virginia,Colonial Heights,-13.0,9.0,,,-32.0,,-12.0
2020-06-01,Virginia,Covington,,,,,-21.0,,-21.0
2020-06-01,Virginia,Craig County,,,,,-29.0,,-29.0
2020-06-01,Virginia,Culpeper County,-14.0,4.0,,,-34.0,10.0,-14.666666666666666
2020-06-01,Virginia,Cumberland County,,,,,-23.0,,-23.0
2020-06-01,Virginia,Danville,7.0,18.0,,,-22.0,5.0,1.0
2020-06-01,Virginia,Dickenson County,,,,,-23.0,,-23.0
2020-06-01,Virginia,Dinwiddie County,,,,,-25.0,7.0,-25.0
2020-06-01,Virginia,Emporia,,,,19.0,-12.0,,3.5
2020-06-01,Virginia,Essex County,,,,,-21.0,,-21.0
2020-06-01,Virginia,Fairfax,-38.0,-15.0,,,-55.0,,-36.0
2020-06-01,Virginia,Fairfax County,-32.0,-16.0,29.0,-55.0,-57.0,23.0,-26.2
2020-06-01,Virginia,Falls Church,-36.0,,,,-66.0,,-51.0
2020-06-01,Virginia,Fauquier County,-8.0,-6.0,,,-39.0,13.0,-17.666666666666668
2020-06-01,Virginia,Floyd County,,,,,-24.0,,-24.0
2020-06-01,Virginia,Fluvanna County,,-11.0,,,-33.0,,-22.0
2020-06-01,Virginia,Franklin,,,,-3.0,-19.0,,-11.0
2020-06-01,Virginia,Franklin County,13.0,14.0,,,-25.0,8.0,0.6666666666666666
2020-06-01,Virginia,Frederick County,-4.0,3.0,,9.0,-31.0,11.0,-5.75
2020-06-01,Virginia,Fredericksburg,-22.0,-7.0,,-67.0,-42.0,,-34.5
2020-06-01,Virginia,Galax,2.0,59.0,,,-28.0,,11.0
2020-06-01,Virginia,Giles County,,,,,-29.0,,-29.0
2020-06-01,Virginia,Gloucester County,0.0,34.0,,,-22.0,8.0,4.0
2020-06-01,Virginia,Goochland County,,,,,-39.0,,-39.0
2020-06-01,Virginia,Grayson County,,,,,-19.0,,-19.0
2020-06-01,Virginia,Greene County,,,,,-37.0,,-37.0
2020-06-01,Virginia,Greensville County,,,,-1.0,-22.0,,-11.5
2020-06-01,Virginia,Halifax County,2.0,19.0,,,-19.0,6.0,0.6666666666666666
2020-06-01,Virginia,Hampton,-10.0,7.0,74.0,-17.0,-33.0,11.0,4.2
2020-06-01,Virginia,Hanover County,-8.0,3.0,,0.0,-41.0,13.0,-11.5
2020-06-01,Virginia,Harrisonburg,-21.0,-2.0,,-4.0,-34.0,10.0,-15.25
2020-06-01,Virginia,Henrico County,-19.0,-5.0,22.0,-53.0,-43.0,15.0,-19.6
2020-06-01,Virginia,Henry County,-1.0,-1.0,,,-22.0,7.0,-8.0
2020-06-01,Virginia,Hopewell,7.0,13.0,,,-25.0,,-1.6666666666666667
2020-06-01,Virginia,Isle of Wight County,5.0,10.0,,,-32.0,10.0,-5.666666666666667
2020-06-01,Virginia,James City County,-16.0,7.0,,,-39.0,12.0,-16.0
2020-06-01,Virginia,King George County,-8.0,-4.0,,,-34.0,,-15.333333333333334
2020-06-01,Virginia,King William County,,,,,-33.0,,-33.0
2020-06-01,Virginia,King and Queen County,,,,,-27.0,,-27.0
2020-06-01,Virginia,Lancaster County,,,,,-16.0,,-16.0
2020-06-01,Virginia,Lee County,,,,,-26.0,,-26.0
2020-06-01,Virginia,Loudoun County,-25.0,-15.0,11.0,-76.0,-58.0,22.0,-32.6
2020-06-01,Virginia,Louisa County,3.0,14.0,,,-31.0,11.0,-4.666666666666667
2020-06-01,Virginia,Lunenburg County,,,,,-23.0,,-23.0
2020-06-01,Virginia,Lynchburg,-16.0,-1.0,,0.0,-31.0,9.0,-12.0
2020-06-01,Virginia,Madison County,,,,,-30.0,,-30.0
2020-06-01,Virginia,Manassas,-13.0,1.0,,-26.0,-40.0,14.0,-19.5
2020-06-01,Virginia,Manassas Park,,,,,-39.0,,-39.0
2020-06-01,Virginia,Martinsville,2.0,-10.0,,,-32.0,,-13.333333333333334
2020-06-01,Virginia,Mathews County,,,,,-26.0,,-26.0
2020-06-01,Virginia,Mecklenburg County,5.0,25.0,,6.0,-17.0,,4.75
2020-06-01,Virginia,Middlesex County,,,,,-18.0,,-18.0
2020-06-01,Virginia,Montgomery County,-28.0,-1.0,,-20.0,-37.0,15.0,-21.5
2020-06-01,Virginia,Nelson County,,,,,-27.0,,-27.0
2020-06-01,Virginia,New Kent County,0.0,,,13.0,-38.0,,-8.333333333333334
2020-06-01,Virginia,Newport News,-15.0,4.0,,-26.0,-31.0,10.0,-17.0
2020-06-01,Virginia,Norfolk,-20.0,3.0,35.0,-29.0,-32.0,10.0,-8.6
2020-06-01,Virginia,Northampton County,,,,,-19.0,,-19.0
2020-06-01,Virginia,Northumberland County,,,,,-10.0,,-10.0
2020-06-01,Virginia,Nottoway County,,,,,-21.0,,-21.0
2020-06-01,Virginia,Orange County,2.0,13.0,,,-30.0,11.0,-5.0
2020-06-01,Virginia,Page County,,,,,-21.0,,-21.0
2020-06-01,Virginia,Patrick County,,,,,-18.0,,-18.0
2020-06-01,Virginia,Petersburg,11.0,15.0,,,-27.0,7.0,-0.3333333333333333
2020-06-01,Virginia,Pittsylvania County,22.0,13.0,,,-18.0,5.0,5.666666666666667
2020-06-01,Virginia,Poquoson,,,,,-36.0,,-36.0
2020-06-01,Virginia,Portsmouth,6.0,8.0,,39.0,-26.0,8.0,6.75
2020-06-01,Virginia,Powhatan County,,,,,-37.0,,-37.0
2020-06-01,Virginia,Prince Edward County,-12.0,,,,-29.0,,-20.5
2020-06-01,Virginia,Prince George County,-10.0,,,-1.0,-28.0,10.0,-13.0
2020-06-01,Virginia,Prince William County,-18.0,-4.0,64.0,-41.0,-45.0,17.0,-8.8
2020-06-01,Virginia,Pulaski County,6.0,24.0,,,-25.0,8.0,1.6666666666666667
2020-06-01,Virginia,Radford,,,,,-35.0,,-35.0
2020-06-01,Virginia,Rappahannock County,,,,,-16.0,,-16.0
2020-06-01,Virginia,Richmond,-28.0,0.0,62.0,-25.0,-40.0,12.0,-6.2
2020-06-01,Virginia,Richmond County,,,,,-17.0,,-17.0
2020-06-01,Virginia,Roanoke,-21.0,3.0,4.0,-23.0,-31.0,9.0,-13.6
2020-06-01,Virginia,Roanoke County,-6.0,6.0,,,-29.0,11.0,-9.666666666666666
2020-06-01,Virginia,Rockbridge County,-5.0,,,2.0,-27.0,,-10.0
2020-06-01,Virginia,Rockingham County,-8.0,8.0,,-5.0,-28.0,10.0,-8.25
2020-06-01,Virginia,Russell County,,,,,-22.0,,-22.0
2020-06-01,Virginia,Salem,-11.0,7.0,,,-30.0,,-11.333333333333334
2020-06-01,Virginia,Scott County,,,,,-26.0,,-26.0
2020-06-01,Virginia,Shenandoah County,-10.0,8.0,,-3.0,-28.0,8.0,-8.25
2020-06-01,Virginia,Smyth County,,3.0,,,-17.0,,-7.0
2020-06-01,Virginia,Southampton County,,,,,-26.0,,-26.0
2020-06-01,Virginia,Spotsylvania County,-11.0,0.0,,,-40.0,14.0,-17.0
2020-06-01,Virginia,Stafford County,-12.0,-9.0,,,-42.0,17.0,-21.0
2020-06-01,Virginia,Staunton,-8.0,3.0,,,-30.0,,-11.666666666666666
2020-06-01,Virginia,Suffolk,-9.0,5.0,,9.0,-34.0,11.0,-7.25
2020-06-01,Virginia,Surry County,,,,,-20.0,,-20.0
2020-06-01,Virginia,Sussex County,,,,-2.0,-19.0,,-10.5
2020-06-01,Virginia,Tazewell County,19.0,21.0,,,-19.0,4.0,7.0
2020-06-01,Virginia,Virginia Beach,-11.0,3.0,94.0,-27.0,-36.0,13.0,4.6
2020-06-01,Virginia,Warren County,0.0,-1.0,,,-31.0,10.0,-10.666666666666666
2020-06-01,Virginia,Washington County,3.0,11.0,,15.0,-23.0,5.0,1.5
2020-06-01,Virginia,Waynesboro,-4.0,17.0,,,-27.0,,-4.666666666666667
2020-06-01,Virginia,Westmoreland County,,,,,-23.0,,-23.0
2020-06-01,Virginia,Williamsburg,-25.0,6.0,,,-38.0,,-19.0
2020-06-01,Virginia,Winchester,-14.0,1.0,,,-30.0,,-14.333333333333334
2020-06-01,Virginia,Wise County,15.0,7.0,,,-33.0,,-3.6666666666666665
2020-06-01,Virginia,Wythe County,-5.0,22.0,,-5.0,-22.0,,-2.5
2020-06-01,Virginia,York County,-4.0,11.0,34.0,,-42.0,15.0,-0.25
2020-06-02,Virginia,Accomack County,-5.0,13.0,,,-23.0,7.0,-5.0
2020-06-02,Virginia,Albemarle County,-28.0,-7.0,,-29.0,-50.0,17.0,-28.5
2020-06-02,Virginia,Alexandria,-30.0,-14.0,,-63.0,-57.0,25.0,-41.0
2020-06-02,Virginia,Alleghany County,,,,6.0,-28.0,,-11.0
2020-06-02,Virginia,Amelia County,,,,,-27.0,,-27.0
2020-06-02,Virginia,Amherst County,16.0,12.0,,,-22.0,7.0,2.0
2020-06-02,Virginia,Appomattox County,,,,,-26.0,,-26.0
2020-06-02,Virginia,Arlington County,-52.0,-22.0,-29.0,-74.0,-68.0,29.0,-49.0
2020-06-02,Virginia,Augusta County,-9.0,7.0,,37.0,-25.0,8.0,2.5
2020-06-02,Virginia,Bath County,,,-55.0,,,,-55.0
2020-06-02,Virginia,Bedford County,-3.0,13.0,,,-29.0,9.0,-6.333333333333333
2020-06-02,Virginia,Bland County,,,,27.0,,,27.0
2020-06-02,Virginia,Botetourt County,,,,-4.0,-33.0,9.0,-18.5
2020-06-02,Virginia,Bristol,-3.0,-5.0,,,-28.0,,-12.0
2020-06-02,Virginia,Brunswick County,,,,-80.0,-19.0,,-49.5
2020-06-02,Virginia,Buchanan County,,,,,-6.0,,-6.0
2020-06-02,Virginia,Buckingham County,,,,,-28.0,,-28.0
2020-06-02,Virginia,Buena Vista,,,,,-31.0,,-31.0
2020-06-02,Virginia,Campbell County,-1.0,18.0,,,-25.0,8.0,-2.6666666666666665
2020-06-02,Virginia,Caroline County,,5.0,,6.0,-37.0,12.0,-8.666666666666666
2020-06-02,Virginia,Carroll County,,,,6.0,-24.0,,-9.0
2020-06-02,Virginia,Charles City County,,,,,-35.0,,-35.0
2020-06-02,Virginia,Charlotte County,,,,,-27.0,,-27.0
2020-06-02,Virginia,Charlottesville,-41.0,-10.0,-15.0,-55.0,-54.0,,-35.0
2020-06-02,Virginia,Chesapeake,-8.0,9.0,108.0,-16.0,-37.0,13.0,11.2
2020-06-02,Virginia,Chesterfield County,-11.0,1.0,116.0,-9.0,-42.0,14.0,11.0
2020-06-02,Virginia,Clarke County,,,,,-35.0,,-35.0
2020-06-02,Virginia,Colonial Heights,-9.0,6.0,,,-31.0,,-11.333333333333334
2020-06-02,Virginia,Covington,,,,,-28.0,,-28.0
2020-06-02,Virginia,Craig County,,,,,-30.0,,-30.0
2020-06-02,Virginia,Culpeper County,-12.0,9.0,,,-33.0,10.0,-12.0
2020-06-02,Virginia,Cumberland County,,,,,-29.0,,-29.0
2020-06-02,Virginia,Danville,4.0,11.0,,,-23.0,6.0,-2.6666666666666665
2020-06-02,Virginia,Dickenson County,,,,,-30.0,,-30.0
2020-06-02,Virginia,Dinwiddie County,,7.0,,,-21.0,8.0,-7.0
2020-06-02,Virginia,Emporia,,,,20.0,-26.0,,-3.0
2020-06-02,Virginia,Essex County,,,,,-24.0,,-24.0
2020-06-02,Virginia,Fairfax,-36.0,-11.0,,,-59.0,,-35.333333333333336
2020-06-02,Virginia,Fairfax County,-33.0,-13.0,32.0,-56.0,-58.0,24.0,-25.6
2020-06-02,Virginia,Falls Church,-35.0,,,,-71.0,,-53.0
2020-06-02,Virginia,Fauquier County,-1.0,-6.0,,,-39.0,13.0,-15.333333333333334
2020-06-02,Virginia,Floyd County,,,,,-28.0,,-28.0
2020-06-02,Virginia,Fluvanna County,,,,,-35.0,,-35.0
2020-06-02,Virginia,Franklin,,,,2.0,-23.0,,-10.5
2020-06-02,Virginia,Franklin County,6.0,14.0,,,-27.0,8.0,-2.3333333333333335
2020-06-02,Virginia,Frederick County,-3.0,4.0,,4.0,-32.0,12.0,-6.75
2020-06-02,Virginia,Fredericksburg,-23.0,-10.0,,-71.0,-47.0,,-37.75
2020-06-02,Virginia,Galax,-1.0,,,,-28.0,,-14.5
2020-06-02,Virginia,Giles County,,,,,-32.0,,-32.0
2020-06-02,Virginia,Gloucester County,-1.0,34.0,,,-25.0,8.0,2.6666666666666665
2020-06-02,Virginia,Goochland County,,,,,-41.0,,-41.0
2020-06-02,Virginia,Grayson County,,,,,-26.0,,-26.0
2020-06-02,Virginia,Greene County,,,,,-35.0,,-35.0
2020-06-02,Virginia,Greensville County,,,,13.0,-24.0,,-5.5
2020-06-02,Virginia,Halifax County,-10.0,16.0,,,-18.0,5.0,-4.0
2020-06-02,Virginia,Hampton,-11.0,7.0,112.0,-12.0,-33.0,12.0,12.6
2020-06-02,Virginia,Hanover County,-6.0,2.0,,6.0,-41.0,14.0,-9.75
2020-06-02,Virginia,Harrisonburg,-20.0,0.0,,0.0,-32.0,9.0,-13.0
2020-06-02,Virginia,Henrico County,-20.0,-3.0,43.0,-44.0,-44.0,15.0,-13.6
2020-06-02,Virginia,Henry County,-1.0,5.0,,,-24.0,7.0,-6.666666666666667
2020-06-02,Virginia,Hopewell,2.0,2.0,,,-26.0,7.0,-7.333333333333333
2020-06-02,Virginia,Isle of Wight County,-2.0,3.0,,,-31.0,12.0,-10.0
2020-06-02,Virginia,James City County,-21.0,7.0,,,-37.0,12.0,-17.0
2020-06-02,Virginia,King George County,-11.0,2.0,,,-36.0,,-15.0
2020-06-02,Virginia,King William County,,,,,-34.0,,-34.0
2020-06-02,Virginia,King and Queen County,,,,,-25.0,,-25.0
2020-06-02,Virginia,Lancaster County,,,,,-24.0,,-24.0
2020-06-02,Virginia,Lee County,,,,,-29.0,,-29.0
2020-06-02,Virginia,Loudoun County,-26.0,-11.0,7.0,-72.0,-56.0,24.0,-31.6
2020-06-02,Virginia,Louisa County,11.0,10.0,,,-29.0,11.0,-2.6666666666666665
2020-06-02,Virginia,Lunenburg County,,,,,-26.0,,-26.0
2020-06-02,Virginia,Lynchburg,-17.0,-5.0,,-4.0,-32.0,9.0,-14.5
2020-06-02,Virginia,Madison County,,,,,-25.0,,-25.0
2020-06-02,Virginia,Manassas,-11.0,6.0,,-34.0,-39.0,14.0,-19.5
2020-06-02,Virginia,Manassas Park,,,,,-39.0,,-39.0
2020-06-02,Virginia,Martinsville,2.0,-10.0,,,-29.0,,-12.333333333333334
2020-06-02,Virginia,Mathews County,,,,,-22.0,,-22.0
2020-06-02,Virginia,Mecklenburg County,5.0,,,8.0,-18.0,,-1.6666666666666667
2020-06-02,Virginia,Middlesex County,,,,,-23.0,,-23.0
2020-06-02,Virginia,Montgomery County,-34.0,0.0,,-20.0,-43.0,16.0,-24.25
2020-06-02,Virginia,Nelson County,,,,,-30.0,,-30.0
2020-06-02,Virginia,New Kent County,,,,5.0,-38.0,,-16.5
2020-06-02,Virginia,Newport News,-15.0,5.0,76.0,-30.0,-33.0,12.0,0.6
2020-06-02,Virginia,Norfolk,-19.0,0.0,41.0,-17.0,-34.0,11.0,-5.8
2020-06-02,Virginia,Northampton County,,,,,-24.0,,-24.0
2020-06-02,Virginia,Northumberland County,,,,,-8.0,,-8.0
2020-06-02,Virginia,Nottoway County,,,,,-21.0,,-21.0
2020-06-02,Virginia,Orange County,1.0,16.0,,,-30.0,11.0,-4.333333333333333
2020-06-02,Virginia,Page County,,,,,-22.0,,-22.0
2020-06-02,Virginia,Patrick County,,,,,-15.0,,-15.0
2020-06-02,Virginia,Petersburg,4.0,8.0,,,-27.0,8.0,-5.0
2020-06-02,Virginia,Pittsylvania County,9.0,14.0,,,-21.0,6.0,0.6666666666666666
2020-06-02,Virginia,Poquoson,,,,,-42.0,,-42.0
2020-06-02,Virginia,Portsmouth,2.0,8.0,,30.0,-30.0,10.0,2.5
2020-06-02,Virginia,Powhatan County,,,,,-37.0,,-37.0
2020-06-02,Virginia,Prince Edward County,-6.0,,,,-28.0,,-17.0
2020-06-02,Virginia,Prince George County,-11.0,-1.0,,-8.0,-28.0,11.0,-12.0
2020-06-02,Virginia,Prince William County,-19.0,-1.0,90.0,-40.0,-47.0,19.0,-3.4
2020-06-02,Virginia,Pulaski County,5.0,33.0,,,-27.0,8.0,3.6666666666666665
2020-06-02,Virginia,Radford,,,,,-37.0,,-37.0
2020-06-02,Virginia,Rappahannock County,,,,,-23.0,,-23.0
2020-06-02,Virginia,Richmond,-29.0,-2.0,151.0,-25.0,-43.0,13.0,10.4
2020-06-02,Virginia,Richmond County,,,,,-22.0,,-22.0
2020-06-02,Virginia,Roanoke,-22.0,6.0,11.0,-26.0,-32.0,9.0,-12.6
2020-06-02,Virginia,Roanoke County,-6.0,9.0,,,-34.0,12.0,-10.333333333333334
2020-06-02,Virginia,Rockbridge County,-1.0,,,1.0,-29.0,,-9.666666666666666
2020-06-02,Virginia,Rockingham County,3.0,12.0,,1.0,-28.0,9.0,-3.0
2020-06-02,Virginia,Russell County,,,,,-23.0,,-23.0
2020-06-02,Virginia,Salem,-10.0,10.0,,,-32.0,,-10.666666666666666
2020-06-02,Virginia,Scott County,,,,,-23.0,,-23.0
2020-06-02,Virginia,Shenandoah County,-8.0,5.0,,0.0,-28.0,9.0,-7.75
2020-06-02,Virginia,Smyth County,,9.0,,,-19.0,,-5.0
2020-06-02,Virginia,Southampton County,,,,,-25.0,,-25.0
2020-06-02,Virginia,Spotsylvania County,-13.0,-1.0,,,-40.0,15.0,-18.0
2020-06-02,Virginia,Stafford County,-9.0,-6.0,,,-49.0,19.0,-21.333333333333332
2020-06-02,Virginia,Staunton,-7.0,9.0,,,-30.0,,-9.333333333333334
2020-06-02,Virginia,Suffolk,-12.0,9.0,,9.0,-35.0,12.0,-7.25
2020-06-02,Virginia,Surry County,,,,,-22.0,,-22.0
2020-06-02,Virginia,Sussex County,,,,15.0,-20.0,,-2.5
2020-06-02,Virginia,Tazewell County,11.0,22.0,,,-21.0,5.0,4.0
2020-06-02,Virginia,Virginia Beach,-13.0,4.0,75.0,-24.0,-37.0,14.0,1.0
2020-06-02,Virginia,Warren County,1.0,3.0,,,-32.0,11.0,-9.333333333333334
2020-06-02,Virginia,Washington County,-2.0,15.0,,4.0,-28.0,6.0,-2.75
2020-06-02,Virginia,Waynesboro,-2.0,19.0,,,-28.0,,-3.6666666666666665
2020-06-02,Virginia,Westmoreland County,,,,,-26.0,,-26.0
2020-06-02,Virginia,Williamsburg,-32.0,-3.0,,,-42.0,,-25.666666666666668
2020-06-02,Virginia,Winchester,-16.0,6.0,,,-31.0,,-13.666666666666666
2020-06-02,Virginia,Wise County,16.0,5.0,,,-34.0,,-4.333333333333333
2020-06-02,Virginia,Wythe County,-12.0,13.0,,0.0,-28.0,,-6.75
2020-06-02,Virginia,York County,-3.0,6.0,53.0,,-43.0,15.0,3.25
2020-06-03,Virginia,Accomack County,-2.0,14.0,,,-23.0,7.0,-3.6666666666666665
2020-06-03,Virginia,Albemarle County,-27.0,-7.0,,-37.0,-51.0,17.0,-30.5
2020-06-03,Virginia,Alexandria,-30.0,-12.0,105.0,-63.0,-57.0,24.0,-11.4
2020-06-03,Virginia,Alleghany County,,,,2.0,-32.0,,-15.0
2020-06-03,Virginia,Amelia County,,,,,-25.0,,-25.0
2020-06-03,Virginia,Amherst County,10.0,20.0,,,-23.0,7.0,2.3333333333333335
2020-06-03,Virginia,Appomattox County,,,,,-28.0,,-28.0
2020-06-03,Virginia,Arlington County,-51.0,-20.0,-30.0,-75.0,-67.0,29.0,-48.6
2020-06-03,Virginia,Augusta County,-4.0,10.0,,33.0,-25.0,8.0,3.5
2020-06-03,Virginia,Bedford County,-4.0,15.0,,,-28.0,9.0,-5.666666666666667
2020-06-03,Virginia,Bland County,,,,36.0,,,36.0
2020-06-03,Virginia,Botetourt County,,,,8.0,-31.0,10.0,-11.5
2020-06-03,Virginia,Bristol,0.0,4.0,,,-30.0,,-8.666666666666666
2020-06-03,Virginia,Brunswick County,,,,-76.0,-18.0,,-47.0
2020-06-03,Virginia,Buchanan County,,,,,-19.0,,-19.0
2020-06-03,Virginia,Buckingham County,,,,,-30.0,,-30.0
2020-06-03,Virginia,Buena Vista,,,,,-33.0,,-33.0
2020-06-03,Virginia,Campbell County,-3.0,19.0,,,-26.0,8.0,-3.3333333333333335
2020-06-03,Virginia,Caroline County,,7.0,,2.0,-36.0,11.0,-9.0
2020-06-03,Virginia,Carroll County,,35.0,,11.0,-25.0,,7.0
2020-06-03,Virginia,Charles City County,,,,,-30.0,,-30.0
2020-06-03,Virginia,Charlotte County,,,,,-30.0,,-30.0
2020-06-03,Virginia,Charlottesville,-40.0,-13.0,-21.0,-62.0,-56.0,,-38.4
2020-06-03,Virginia,Chesapeake,-10.0,11.0,81.0,-11.0,-39.0,13.0,6.4
2020-06-03,Virginia,Chesterfield County,-12.0,2.0,68.0,1.0,-42.0,15.0,3.4
2020-06-03,Virginia,Clarke County,,,,,-34.0,,-34.0
2020-06-03,Virginia,Colonial Heights,-6.0,11.0,,,-33.0,,-9.333333333333334
2020-06-03,Virginia,Covington,,,,,-19.0,,-19.0
2020-06-03,Virginia,Craig County,,,,,-26.0,,-26.0
2020-06-03,Virginia,Culpeper County,-13.0,11.0,,,-35.0,11.0,-12.333333333333334
2020-06-03,Virginia,Cumberland County,,,,,-25.0,,-25.0
2020-06-03,Virginia,Danville,6.0,12.0,,,-24.0,5.0,-2.0
2020-06-03,Virginia,Dickenson County,,,,,-25.0,,-25.0
2020-06-03,Virginia,Dinwiddie County,,27.0,,,-26.0,9.0,0.5
2020-06-03,Virginia,Emporia,,,,0.0,-26.0,,-13.0
2020-06-03,Virginia,Essex County,,,,,-31.0,,-31.0
2020-06-03,Virginia,Fairfax,-38.0,-13.0,,,-60.0,,-37.0
2020-06-03,Virginia,Fairfax County,-32.0,-10.0,18.0,-56.0,-58.0,24.0,-27.6
2020-06-03,Virginia,Falls Church,-43.0,,,,-69.0,,-56.0
2020-06-03,Virginia,Fauquier County,-8.0,-3.0,,,-38.0,14.0,-16.333333333333332
2020-06-03,Virginia,Floyd County,,,,,-30.0,,-30.0
2020-06-03,Virginia,Fluvanna County,,,,,-33.0,,-33.0
2020-06-03,Virginia,Franklin,,,,17.0,-20.0,,-1.5
2020-06-03,Virginia,Franklin County,11.0,14.0,,,-26.0,7.0,-0.3333333333333333
2020-06-03,Virginia,Frederick County,-5.0,10.0,,-3.0,-31.0,11.0,-7.25
2020-06-03,Virginia,Fredericksburg,-22.0,-7.0,,-69.0,-46.0,,-36.0
2020-06-03,Virginia,Galax,3.0,53.0,,,-30.0,,8.666666666666666
2020-06-03,Virginia,Giles County,,,,,-30.0,,-30.0
2020-06-03,Virginia,Gloucester County,1.0,42.0,,,-28.0,9.0,5.0
2020-06-03,Virginia,Goochland County,,,,,-41.0,,-41.0
2020-06-03,Virginia,Grayson County,,,,,-23.0,,-23.0
2020-06-03,Virginia,Greene County,,,,,-38.0,,-38.0
2020-06-03,Virginia,Greensville County,,,,16.0,-26.0,,-5.0
2020-06-03,Virginia,Halifax County,0.0,22.0,,,-21.0,5.0,0.3333333333333333
2020-06-03,Virginia,Hampton,-12.0,1.0,124.0,-21.0,-36.0,12.0,11.2
2020-06-03,Virginia,Hanover County,-5.0,6.0,,8.0,-41.0,15.0,-8.0
2020-06-03,Virginia,Harrisonburg,-20.0,1.0,,-7.0,-35.0,10.0,-15.25
2020-06-03,Virginia,Henrico County,-19.0,-1.0,0.0,-49.0,-45.0,16.0,-22.8
2020-06-03,Virginia,Henry County,5.0,6.0,,,-24.0,7.0,-4.333333333333333
2020-06-03,Virginia,Hopewell,3.0,11.0,,,-30.0,7.0,-5.333333333333333
2020-06-03,Virginia,Isle of Wight County,-4.0,10.0,,,-32.0,12.0,-8.666666666666666
2020-06-03,Virginia,James City County,-17.0,10.0,,,-40.0,13.0,-15.666666666666666
2020-06-03,Virginia,King George County,-9.0,7.0,,,-37.0,,-13.0
2020-06-03,Virginia,King William County,,,,,-34.0,,-34.0
2020-06-03,Virginia,King and Queen County,,,,,-26.0,,-26.0
2020-06-03,Virginia,Lancaster County,,,,,-21.0,,-21.0
2020-06-03,Virginia,Lee County,,,,,-27.0,,-27.0
2020-06-03,Virginia,Loudoun County,-26.0,-10.0,3.0,-70.0,-58.0,24.0,-32.2
2020-06-03,Virginia,Louisa County,6.0,16.0,,,-31.0,11.0,-3.0
2020-06-03,Virginia,Lunenburg County,,,,,-27.0,,-27.0
2020-06-03,Virginia,Lynchburg,-19.0,-2.0,,-2.0,-34.0,10.0,-14.25
2020-06-03,Virginia,Madison County,,,,,-28.0,,-28.0
2020-06-03,Virginia,Manassas,-13.0,3.0,,-42.0,-39.0,14.0,-22.75
2020-06-03,Virginia,Manassas Park,,,,,-41.0,,-41.0
2020-06-03,Virginia,Martinsville,6.0,-9.0,,,-32.0,,-11.666666666666666
2020-06-03,Virginia,Mathews County,,,,,-23.0,,-23.0
2020-06-03,Virginia,Mecklenburg County,9.0,36.0,,20.0,-21.0,,11.0
2020-06-03,Virginia,Middlesex County,,,,,-20.0,,-20.0
2020-06-03,Virginia,Montgomery County,-32.0,2.0,,-18.0,-43.0,16.0,-22.75
2020-06-03,Virginia,Nelson County,,,,,-31.0,,-31.0
2020-06-03,Virginia,New Kent County,7.0,,,6.0,-38.0,,-8.333333333333334
2020-06-03,Virginia,Newport News,-15.0,4.0,,-32.0,-34.0,11.0,-19.25
2020-06-03,Virginia,Norfolk,-15.0,3.0,50.0,-12.0,-35.0,10.0,-1.8
2020-06-03,Virginia,Northampton County,,23.0,,,-22.0,,0.5
2020-06-03,Virginia,Northumberland County,,,,,-15.0,,-15.0
2020-06-03,Virginia,Nottoway County,,,,,-23.0,,-23.0
2020-06-03,Virginia,Orange County,1.0,16.0,,,-32.0,11.0,-5.0
2020-06-03,Virginia,Page County,,,,,-21.0,,-21.0
2020-06-03,Virginia,Patrick County,,,,,-19.0,,-19.0
2020-06-03,Virginia,Petersburg,3.0,14.0,,,-27.0,7.0,-3.3333333333333335
2020-06-03,Virginia,Pittsylvania County,14.0,21.0,,,-22.0,7.0,4.333333333333333
